region,province,municipality,registeredVoters,actualVoters,overVotes,underVotes
BARMM,BASILAN,AKBAR,7516,7128,792,7818
BARMM,BASILAN,AL-BARKA,5016,4183,444,31873
BARMM,BASILAN,CITY OF ISABELA,83477,54488,24012,232270
BARMM,BASILAN,CITY OF LAMITAN,50935,42760,13224,218215
BARMM,BASILAN,HADJI MOHAMMAD AJUL,19547,17083,288,160508
BARMM,BASILAN,LANTAWAN,20224,17277,3324,135552
BARMM,BASILAN,MALUSO,29575,23266,3372,191603
BARMM,BASILAN,SUMISIP,25002,21312,4248,145279
BARMM,BASILAN,TABUAN-LASA,16016,14416,960,97286
BARMM,BASILAN,TIPO-TIPO,10603,9455,372,60069
BARMM,BASILAN,TUBURAN,7512,6737,204,54797
BARMM,BASILAN,UNGKAYA PUKAN,11760,9574,804,64296
BARMM,LANAO DEL SUR,AMAI MANABILANG,5825,5610,2616,10233
BARMM,LANAO DEL SUR,BACOLOD-KALAWI,10713,8574,1308,62981
BARMM,LANAO DEL SUR,BALABAGAN,18459,18057,2916,23037
BARMM,LANAO DEL SUR,BALINDONG,18978,15542,3312,73649
BARMM,LANAO DEL SUR,BINIDAYAN,11170,8188,1464,51728
BARMM,LANAO DEL SUR,BUADIPOSO-BUNTONG,12178,9605,1008,79413
BARMM,LANAO DEL SUR,BUBONG,401,353,96,1140
BARMM,LANAO DEL SUR,BUTIG,2929,2026,204,15994
BARMM,LANAO DEL SUR,CALANOGAS,6991,6020,552,33926
BARMM,LANAO DEL SUR,CITY OF MARAWI,61239,50645,9852,304778
BARMM,LANAO DEL SUR,DITSAAN-RAMAIN,3865,3207,408,18471
BARMM,LANAO DEL SUR,GANASSI,789,588,24,3163
BARMM,LANAO DEL SUR,KAPAI,14161,13776,2124,34414
BARMM,LANAO DEL SUR,KAPATAGAN,12226,12055,3480,27466
BARMM,LANAO DEL SUR,LUMBA-BAYABAO,18038,15382,1548,127380
BARMM,LANAO DEL SUR,LUMBACA-UNAYAN,8991,5163,408,48925
BARMM,LANAO DEL SUR,LUMBATAN,2663,2412,228,21083
BARMM,LANAO DEL SUR,LUMBAYANAGUE,526,413,108,2963
BARMM,LANAO DEL SUR,MADALUM,12473,10561,1416,60964
BARMM,LANAO DEL SUR,MADAMBA,3466,3305,732,10086
BARMM,LANAO DEL SUR,MALABANG,29207,25133,4056,130031
BARMM,LANAO DEL SUR,MARANTAO,34899,26711,4536,191211
BARMM,LANAO DEL SUR,MAROGONG,7057,4719,504,33640
BARMM,LANAO DEL SUR,MASIU,17664,13486,1284,110320
BARMM,LANAO DEL SUR,MULONDO,7719,5841,696,38349
BARMM,LANAO DEL SUR,PIAGAPO,15190,13086,1752,89418
BARMM,LANAO DEL SUR,PICONG,11226,10786,3672,17513
BARMM,LANAO DEL SUR,POONA BAYABAO,8683,6127,1104,39012
BARMM,LANAO DEL SUR,PUALAS,13630,9069,792,79841
BARMM,LANAO DEL SUR,SAGUIARAN,11302,9357,1464,67290
BARMM,LANAO DEL SUR,TAMPARAN,19336,16469,1836,111228
BARMM,LANAO DEL SUR,TARAKA,14031,10018,2628,59986
BARMM,LANAO DEL SUR,TUBARAN,6367,4283,540,35982
BARMM,LANAO DEL SUR,TUGAYA,14795,12264,996,100520
BARMM,LANAO DEL SUR,WAO,35606,28888,9276,118870
BARMM,MAGUINDANAO DEL NORTE,BARIRA,4212,3953,240,16944
BARMM,MAGUINDANAO DEL NORTE,BULDON,2445,2077,156,14120
BARMM,MAGUINDANAO DEL NORTE,CITY OF COTABATO,135999,89673,32328,395846
BARMM,MAGUINDANAO DEL NORTE,DATU BLAH T. SINSUAT,12965,11982,2784,32091
BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,82586,31892,14904,156383
BARMM,MAGUINDANAO DEL NORTE,KABUNTALAN,12077,11609,4572,34135
BARMM,MAGUINDANAO DEL NORTE,MATANOG,19677,16747,840,114945
BARMM,MAGUINDANAO DEL NORTE,NORTHERN KABUNTALAN,12951,9127,972,68886
BARMM,MAGUINDANAO DEL NORTE,PARANG,60367,48119,7452,262247
BARMM,MAGUINDANAO DEL NORTE,SULTAN KUDARAT,61304,57684,14688,331554
BARMM,MAGUINDANAO DEL NORTE,SULTAN MASTURA,21858,15564,4104,85432
BARMM,MAGUINDANAO DEL NORTE,TALITAY,16999,12492,1164,121516
BARMM,MAGUINDANAO DEL NORTE,UPI,47060,31135,10308,142563
BARMM,MAGUINDANAO DEL SUR,AMPATUAN,22810,18531,3732,115762
BARMM,MAGUINDANAO DEL SUR,BULUAN,24078,13837,3036,98030
BARMM,MAGUINDANAO DEL SUR,DATU ABDULLAH SANGKI,33228,31842,7872,128868
BARMM,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,17498,17189,9576,35544
BARMM,MAGUINDANAO DEL SUR,DATU HOFFER AMPATUAN,11170,10087,2928,62190
BARMM,MAGUINDANAO DEL SUR,DATU PAGLAS,24932,16892,5448,116748
BARMM,MAGUINDANAO DEL SUR,DATU PIANG,18429,8897,2868,61128
BARMM,MAGUINDANAO DEL SUR,DATU SALIBO,10438,4677,816,41942
BARMM,MAGUINDANAO DEL SUR,DATU SAUDI AMPATUAN,20573,15309,1548,127384
BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,11012,10195,6840,28441
BARMM,MAGUINDANAO DEL SUR,GEN. S. K. PENDATUN,21326,19644,3024,130332
BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,13547,11583,924,104841
BARMM,MAGUINDANAO DEL SUR,MAMASAPANO,16248,15144,4212,95933
BARMM,MAGUINDANAO DEL SUR,MANGUDADATU,12992,12310,3660,50949
BARMM,MAGUINDANAO DEL SUR,PAGAGAWAN,21472,19089,1968,141806
BARMM,MAGUINDANAO DEL SUR,PAGALUNGAN,28609,23784,3876,127350
BARMM,MAGUINDANAO DEL SUR,PAGLAT,11638,8104,1764,65656
BARMM,MAGUINDANAO DEL SUR,PANDAG,16226,9067,1080,78029
BARMM,MAGUINDANAO DEL SUR,RAJAH BUAYAN,14731,10082,1236,81604
BARMM,MAGUINDANAO DEL SUR,SHARIFF AGUAK,17711,16812,2544,110680
BARMM,MAGUINDANAO DEL SUR,SHARIFF SAYDONA MUSTAPHA,10288,9775,2904,58300
BARMM,MAGUINDANAO DEL SUR,SOUTH UPI,31886,19102,5784,111081
BARMM,MAGUINDANAO DEL SUR,SULTAN SA BARONGIS,8302,5635,1740,41024
BARMM,MAGUINDANAO DEL SUR,TALAYAN,18561,18216,5352,76434
BARMM,SPECIAL GEOGRAPHIC AREA,KADAYANGAN,11244,8457,1332,48251
BARMM,SPECIAL GEOGRAPHIC AREA,KAPALAWAN,16794,12718,1236,85913
BARMM,SPECIAL GEOGRAPHIC AREA,LIGAWASAN,19167,17598,5256,47712
BARMM,SPECIAL GEOGRAPHIC AREA,MALIDEGAO,19242,11762,2688,82662
BARMM,SPECIAL GEOGRAPHIC AREA,NABALAWAG,12714,9513,1488,64994
BARMM,SPECIAL GEOGRAPHIC AREA,OLD KAABAKAN,2989,2424,192,19933
BARMM,SPECIAL GEOGRAPHIC AREA,PAHAMUDDIN,12659,11027,1584,88241
BARMM,SPECIAL GEOGRAPHIC AREA,TUGUNAN,11750,6991,708,54690
BARMM,TAWI-TAWI,BONGAO,68987,53034,16800,253081
BARMM,TAWI-TAWI,LANGUYAN,21892,20749,6048,52200
BARMM,TAWI-TAWI,MAPUN,19238,14477,2688,107808
BARMM,TAWI-TAWI,PANGLIMA SUGALA,19493,12925,2928,97706
BARMM,TAWI-TAWI,SAPA-SAPA,22022,21566,2328,158751
BARMM,TAWI-TAWI,SIBUTU,19100,14762,3612,113384
BARMM,TAWI-TAWI,SIMUNUL,9169,7270,636,61096
BARMM,TAWI-TAWI,SITANGKAI,27418,17760,3120,156790
BARMM,TAWI-TAWI,SOUTH UBIAN,15199,13796,1872,102875
BARMM,TAWI-TAWI,TANDUBAS,14850,11900,984,108687
BARMM,TAWI-TAWI,TURTLE ISLANDS,8734,6432,456,58562
CORDILLERA ADMINISTRATIVE REGION,ABRA,BANGUED,35227,32605,6516,169371
CORDILLERA ADMINISTRATIVE REGION,ABRA,BOLINEY,3011,2907,612,17542
CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCAY,14842,13852,1404,66198
CORDILLERA ADMINISTRATIVE REGION,ABRA,BUCLOC,2064,1948,336,10250
CORDILLERA ADMINISTRATIVE REGION,ABRA,DAGUIOMAN,1454,1349,336,6763
CORDILLERA ADMINISTRATIVE REGION,ABRA,DANGLAS,3740,3352,36,13111
CORDILLERA ADMINISTRATIVE REGION,ABRA,DOLORES,9461,8390,960,48546
CORDILLERA ADMINISTRATIVE REGION,ABRA,LA PAZ,11500,11152,432,37357
CORDILLERA ADMINISTRATIVE REGION,ABRA,LACUB,3819,3422,276,21913
CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGANGILANG,11101,9552,1428,55750
CORDILLERA ADMINISTRATIVE REGION,ABRA,LAGAYAN,3510,3181,228,21786
CORDILLERA ADMINISTRATIVE REGION,ABRA,LANGIDEN,2750,2414,60,11545
CORDILLERA ADMINISTRATIVE REGION,ABRA,LICUAN-BAAY,4045,3451,696,21567
CORDILLERA ADMINISTRATIVE REGION,ABRA,LUBA,4928,4590,768,26143
CORDILLERA ADMINISTRATIVE REGION,ABRA,MALIBCONG,2625,2398,612,13166
CORDILLERA ADMINISTRATIVE REGION,ABRA,MANABO,8077,7270,1584,38221
CORDILLERA ADMINISTRATIVE REGION,ABRA,PEÑARRUBIA,5145,4536,624,26318
CORDILLERA ADMINISTRATIVE REGION,ABRA,PIDIGAN,9613,8901,984,52237
CORDILLERA ADMINISTRATIVE REGION,ABRA,PILAR,8086,7517,1056,46057
CORDILLERA ADMINISTRATIVE REGION,ABRA,SALLAPADAN,5503,5036,876,28475
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN ISIDRO,3461,3192,324,22652
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN JUAN,7750,6991,876,42290
CORDILLERA ADMINISTRATIVE REGION,ABRA,SAN QUINTIN,4582,4220,552,28174
CORDILLERA ADMINISTRATIVE REGION,ABRA,TAYUM,10468,9602,864,56143
CORDILLERA ADMINISTRATIVE REGION,ABRA,TINEG,3074,2750,228,19408
CORDILLERA ADMINISTRATIVE REGION,ABRA,TUBO,3956,3655,504,16754
CORDILLERA ADMINISTRATIVE REGION,ABRA,VILLAVICIOSA,4302,3971,780,20582
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN,9061,7821,1836,42943
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CONNER,18566,16272,3444,100023
CORDILLERA ADMINISTRATIVE REGION,APAYAO,FLORA,11855,10310,1944,59449
CORDILLERA ADMINISTRATIVE REGION,APAYAO,KABUGAO,12081,9975,2628,49396
CORDILLERA ADMINISTRATIVE REGION,APAYAO,LUNA,12891,11633,2580,59469
CORDILLERA ADMINISTRATIVE REGION,APAYAO,PUDTOL,10316,9002,1824,48274
CORDILLERA ADMINISTRATIVE REGION,APAYAO,SANTA MARCELA,8671,7535,1788,41121
CORDILLERA ADMINISTRATIVE REGION,BENGUET,ATOK,11688,10092,1056,63464
CORDILLERA ADMINISTRATIVE REGION,BENGUET,BAKUN,10384,9139,1104,53990
CORDILLERA ADMINISTRATIVE REGION,BENGUET,BOKOD,10621,9441,984,51319
CORDILLERA ADMINISTRATIVE REGION,BENGUET,BUGUIAS,25076,21681,2724,119503
CORDILLERA ADMINISTRATIVE REGION,BENGUET,CITY OF BAGUIO,166416,132141,36036,364318
CORDILLERA ADMINISTRATIVE REGION,BENGUET,ITOGON,33361,28309,5736,131817
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KABAYAN,10506,9324,804,54962
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KAPANGAN,14929,11910,948,80353
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KIBUNGAN,10731,9337,1236,57889
CORDILLERA ADMINISTRATIVE REGION,BENGUET,LA TRINIDAD,54087,43815,8976,168194
CORDILLERA ADMINISTRATIVE REGION,BENGUET,MANKAYAN,21442,18552,2664,99196
CORDILLERA ADMINISTRATIVE REGION,BENGUET,SABLAN,8088,6833,864,43103
CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBA,26532,21923,4032,103826
CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBLAY,12284,10571,1116,62186
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,AGUINALDO,12881,12056,1908,71059
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ALFONSO LISTA,21377,18868,3384,93447
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,ASIPULO,8312,7520,1308,33666
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,BANAUE,15487,12705,2976,41270
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HINGYON,7772,6527,1140,28402
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,HUNGDUAN,6223,5372,1212,20761
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,KIANGAN,12488,9697,1932,44229
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAGAWE,13775,11954,2292,46310
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,LAMUT,18352,15737,3444,64000
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,MAYOYAO,8159,7414,1356,31392
CORDILLERA ADMINISTRATIVE REGION,IFUGAO,TINOC,11492,9985,1680,42680
CORDILLERA ADMINISTRATIVE REGION,KALINGA,BALBALAN,9361,8442,2424,40836
CORDILLERA ADMINISTRATIVE REGION,KALINGA,CITY OF TABUK,74572,65210,17244,320122
CORDILLERA ADMINISTRATIVE REGION,KALINGA,LUBUAGAN,9890,9002,2040,54785
CORDILLERA ADMINISTRATIVE REGION,KALINGA,PASIL,7592,6900,1476,38690
CORDILLERA ADMINISTRATIVE REGION,KALINGA,PINUKPUK,21564,18727,4368,120578
CORDILLERA ADMINISTRATIVE REGION,KALINGA,RIZAL,14299,12617,3048,70862
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,10017,8636,2472,37224
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,11260,11020,1956,57024
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,4352,3558,420,17446
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,26811,20395,3456,98161
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,6277,4687,684,26363
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,16723,14509,2160,78756
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,8674,6972,1344,38666
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,21392,17893,3948,91963
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,8808,6884,840,38925
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,6363,5464,1044,25730
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,9030,7751,1044,45592
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,12340,10511,1596,54013
LAV,LAV,LAV,100000,52067,9336,108064
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF LAS PIÑAS,318542,255455,98784,517217
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MAKATI,270240,210052,63084,509972
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,314934,250672,93972,589100
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,353274,278341,100116,646393
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,680554,537093,217440,1103300
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,292695,228150,79608,569769
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,37830,30560,8580,80265
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,1141353,928986,311268,2315067
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,223624,171240,58056,451379
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,315980,258466,87816,551697
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,463885,386057,126180,865326
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,100639,70809,22668,160279
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,1454411,1150562,365232,2729301
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,765249,606202,235404,1248537
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF MALABON,233868,194152,72492,489714
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF NAVOTAS,157065,129274,63660,317107
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF VALENZUELA,438556,353937,135276,850482
NIR,NEGROS OCCIDENTAL,BINALBAGAN,45508,38534,12216,207034
NIR,NEGROS OCCIDENTAL,CALATRAVA,53559,43164,18960,225890
NIR,NEGROS OCCIDENTAL,CANDONI,16457,13782,2760,101571
NIR,NEGROS OCCIDENTAL,CAUAYAN,59953,45983,13404,281223
NIR,NEGROS OCCIDENTAL,CITY OF BACOLOD,355880,309413,139572,1170954
NIR,NEGROS OCCIDENTAL,CITY OF BAGO,103138,89078,36036,419330
NIR,NEGROS OCCIDENTAL,CITY OF CADIZ,93336,72037,35232,344314
NIR,NEGROS OCCIDENTAL,CITY OF ESCALANTE,64099,51974,18804,292948
NIR,NEGROS OCCIDENTAL,CITY OF HIMAMAYLAN,77802,64964,24012,377696
NIR,NEGROS OCCIDENTAL,CITY OF KABANKALAN,110588,96234,29916,533777
NIR,NEGROS OCCIDENTAL,CITY OF LA CARLOTA,45451,39699,11604,211648
NIR,NEGROS OCCIDENTAL,CITY OF SAGAY,85162,65497,31596,244707
NIR,NEGROS OCCIDENTAL,CITY OF SAN CARLOS,87107,74941,38952,341895
NIR,NEGROS OCCIDENTAL,CITY OF SILAY,90213,78297,26688,416825
NIR,NEGROS OCCIDENTAL,CITY OF SIPALAY,48864,36273,14100,196834
NIR,NEGROS OCCIDENTAL,CITY OF TALISAY,68472,60124,20736,277523
NIR,NEGROS OCCIDENTAL,CITY OF VICTORIAS,60576,47134,17820,213251
NIR,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA,41465,35326,12600,181662
NIR,NEGROS OCCIDENTAL,HINIGARAN,55682,48960,16776,248686
NIR,NEGROS OCCIDENTAL,HINOBA-AN,38857,30437,9348,175509
NIR,NEGROS OCCIDENTAL,ILOG,35498,29831,9288,163926
NIR,NEGROS OCCIDENTAL,ISABELA,42760,37570,10968,224603
NIR,NEGROS OCCIDENTAL,LA CASTELLANA,51604,41523,15216,209158
NIR,NEGROS OCCIDENTAL,MANAPLA,33709,28764,7836,175048
NIR,NEGROS OCCIDENTAL,MOISES PADILLA,27877,23849,6396,149513
NIR,NEGROS OCCIDENTAL,MURCIA,56755,47215,16944,247335
NIR,NEGROS OCCIDENTAL,PONTEVEDRA,33931,29069,9180,148599
NIR,NEGROS OCCIDENTAL,PULUPANDAN,18028,15737,4764,66189
NIR,NEGROS OCCIDENTAL,SALVADOR BENEDICTO,20020,17432,5184,112486
NIR,NEGROS OCCIDENTAL,SAN ENRIQUE,19701,17418,4212,97879
NIR,NEGROS OCCIDENTAL,TOBOSO,32623,25886,7488,172604
NIR,NEGROS OCCIDENTAL,VALLADOLID,27057,22900,6000,118670
NIR,NEGROS ORIENTAL,AMLAN,18847,16758,4272,88668
NIR,NEGROS ORIENTAL,AYUNGON,32173,27600,8484,181529
NIR,NEGROS ORIENTAL,BACONG,26327,23117,7248,121740
NIR,NEGROS ORIENTAL,BASAY,22235,17746,6396,108067
NIR,NEGROS ORIENTAL,BINDOY,26822,23579,7440,166063
NIR,NEGROS ORIENTAL,CITY OF BAIS,62996,54424,15096,364422
NIR,NEGROS ORIENTAL,CITY OF BAYAWAN,85440,64568,29196,355926
NIR,NEGROS ORIENTAL,CITY OF CANLAON,37690,32709,11976,182946
NIR,NEGROS ORIENTAL,CITY OF DUMAGUETE,93721,79134,32040,269512
NIR,NEGROS ORIENTAL,CITY OF GUIHULNGAN,64345,55343,16764,385377
NIR,NEGROS ORIENTAL,CITY OF TANJAY,59821,52339,13656,294739
NIR,NEGROS ORIENTAL,DAUIN,22121,19369,4860,100518
NIR,NEGROS ORIENTAL,JIMALALUD,22038,19793,4056,154655
NIR,NEGROS ORIENTAL,LA LIBERTAD,27347,23437,4908,171015
NIR,NEGROS ORIENTAL,MABINAY,54133,46158,17448,287134
NIR,NEGROS ORIENTAL,MANJUYOD,30106,26345,6444,179557
NIR,NEGROS ORIENTAL,PAMPLONA,30666,25871,5964,170638
NIR,NEGROS ORIENTAL,SAN JOSE,16693,15270,2832,93145
NIR,NEGROS ORIENTAL,SANTA CATALINA,49144,39669,14232,253014
NIR,NEGROS ORIENTAL,SIATON,55022,48626,12084,332091
NIR,NEGROS ORIENTAL,SIBULAN,37535,31745,9516,141532
NIR,NEGROS ORIENTAL,TAYASAN,25498,22041,5652,162682
NIR,NEGROS ORIENTAL,VALENCIA,27828,24820,6024,127091
NIR,NEGROS ORIENTAL,VALLEHERMOSO,25245,21617,3612,126632
NIR,NEGROS ORIENTAL,ZAMBOANGUITA,20790,18474,4536,115393
NIR,SIQUIJOR,ENRIQUE VILLANUEVA,6035,5549,1020,31556
NIR,SIQUIJOR,LARENA,11960,10899,2868,52892
NIR,SIQUIJOR,LAZI,16021,14787,4992,82093
NIR,SIQUIJOR,MARIA,11532,10534,1740,59464
NIR,SIQUIJOR,SAN JUAN,12640,11600,3432,64529
NIR,SIQUIJOR,SIQUIJOR,22094,20358,6780,97152
OAV,ASIA PACIFIC,AUSTRALIA,19466,3206,0,5711
OAV,ASIA PACIFIC,BANGLADESH,911,249,0,546
OAV,ASIA PACIFIC,BRUNEI,6167,1692,0,3191
OAV,ASIA PACIFIC,CAMBODIA,2681,846,0,2053
OAV,ASIA PACIFIC,CHINA,3809,1082,144,2262
OAV,ASIA PACIFIC,HONG KONG,94295,31637,0,85078
OAV,ASIA PACIFIC,INDIA,373,84,0,173
OAV,ASIA PACIFIC,INDONESIA,2645,792,0,1758
OAV,ASIA PACIFIC,JAPAN,56331,5699,0,13973
OAV,ASIA PACIFIC,LAOS,900,328,0,732
OAV,ASIA PACIFIC,MALAYSIA,9669,2747,0,5803
OAV,ASIA PACIFIC,MYANMAR,370,144,24,252
OAV,ASIA PACIFIC,NEW ZEALAND,23813,2277,0,5576
OAV,ASIA PACIFIC,PAKISTAN,607,216,0,379
OAV,ASIA PACIFIC,PAPUA NEW GUINEA,2991,1314,276,2129
OAV,ASIA PACIFIC,SINGAPORE,67877,21976,0,45283
OAV,ASIA PACIFIC,SOUTH KOREA,8846,1987,0,5010
OAV,ASIA PACIFIC,TAIWAN,71009,12978,0,34276
OAV,ASIA PACIFIC,THAILAND,8203,2609,0,6335
OAV,ASIA PACIFIC,TIMOR-LESTE,554,277,0,645
OAV,ASIA PACIFIC,VIETNAM,1875,476,0,1057
OAV,EUROPE,AUSTRIA,2520,489,0,983
OAV,EUROPE,BELGUIM,2445,730,0,1500
OAV,EUROPE,CZECH REPUBLIC,1776,500,0,1123
OAV,EUROPE,DENMARK,1210,399,0,985
OAV,EUROPE,FRANCE,6524,1658,0,3963
OAV,EUROPE,GERMANY,8217,2480,0,5088
OAV,EUROPE,GREECE,6012,1339,0,3207
OAV,EUROPE,HOLY SEE,492,169,0,466
OAV,EUROPE,HUNGARY,1115,343,0,720
OAV,EUROPE,ITALY,39415,5950,0,16461
OAV,EUROPE,NORWAY,1553,199,0,499
OAV,EUROPE,POLAND,2859,893,0,1774
OAV,EUROPE,PORTUGAL,1835,395,0,813
OAV,EUROPE,SPAIN,23909,4856,0,12535
OAV,EUROPE,SWEDEN,2963,610,0,1076
OAV,EUROPE,SWITZERLAND,4160,1422,0,2948
OAV,EUROPE,THE NETHERLANDS,2706,516,0,991
OAV,EUROPE,TÜRKIYE,2832,862,108,1469
OAV,EUROPE,UNITED KINGDOM OF GREAT BRITAIN,30688,4151,0,7802
OAV,MIDDLE EAST AND AFRICAS,BAHRAIN,22451,4554,0,8248
OAV,MIDDLE EAST AND AFRICAS,EGYPT,1931,314,0,623
OAV,MIDDLE EAST AND AFRICAS,ISRAEL,10452,3397,0,7243
OAV,MIDDLE EAST AND AFRICAS,JORDAN,4003,860,0,1517
OAV,MIDDLE EAST AND AFRICAS,KENYA,648,170,0,327
OAV,MIDDLE EAST AND AFRICAS,KUWAIT,36046,7323,0,11941
OAV,MIDDLE EAST AND AFRICAS,LEBANON,6103,1918,0,4065
OAV,MIDDLE EAST AND AFRICAS,LIBYA,541,339,84,486
OAV,MIDDLE EAST AND AFRICAS,MOROCCO,861,178,0,413
OAV,MIDDLE EAST AND AFRICAS,NIGERIA,1021,367,132,567
OAV,MIDDLE EAST AND AFRICAS,OMAN,15247,2314,0,5157
OAV,MIDDLE EAST AND AFRICAS,QATAR,31922,10418,0,19959
OAV,MIDDLE EAST AND AFRICAS,SAUDI ARABIA,130735,17882,0,35086
OAV,MIDDLE EAST AND AFRICAS,SOUTH AFRICA,1272,360,0,777
OAV,MIDDLE EAST AND AFRICAS,UNITED ARAB EMIRATES,189892,37976,0,86996
OAV,NORTH AND LATIN AMERICAS,ARGENTINA,208,78,0,134
OAV,NORTH AND LATIN AMERICAS,BRAZIL,1088,231,0,745
OAV,NORTH AND LATIN AMERICAS,CANADA,67873,7912,0,15557
OAV,NORTH AND LATIN AMERICAS,CHILE,883,378,0,1007
OAV,NORTH AND LATIN AMERICAS,MEXICO,844,235,0,459
OAV,NORTH AND LATIN AMERICAS,UNITED STATES OF AMERICA,188519,9806,0,20978
REGION I,ILOCOS NORTE,ADAMS,1952,1755,120,14125
REGION I,ILOCOS NORTE,BACARRA,22671,19879,3156,130655
REGION I,ILOCOS NORTE,BADOC,22844,20860,3096,152947
REGION I,ILOCOS NORTE,BANGUI,11403,10275,1500,68959
REGION I,ILOCOS NORTE,BANNA,13118,11636,1248,99751
REGION I,ILOCOS NORTE,BURGOS,8114,7024,864,49650
REGION I,ILOCOS NORTE,CARASI,1421,1309,228,10263
REGION I,ILOCOS NORTE,CITY OF BATAC,40096,36469,4548,259771
REGION I,ILOCOS NORTE,CITY OF LAOAG,82688,72257,15168,413349
REGION I,ILOCOS NORTE,CURRIMAO,10473,9482,1080,72832
REGION I,ILOCOS NORTE,DINGRAS,26583,23609,3132,183403
REGION I,ILOCOS NORTE,DUMALNEG,2177,1904,228,12358
REGION I,ILOCOS NORTE,MARCOS,12974,11490,1152,90066
REGION I,ILOCOS NORTE,NUEVA ERA,6261,5565,180,53788
REGION I,ILOCOS NORTE,PAGUDPUD,19875,18017,3540,114206
REGION I,ILOCOS NORTE,PAOAY,17720,16115,2160,120840
REGION I,ILOCOS NORTE,PASUQUIN,22389,19603,2592,133481
